team,elo,aelo,gp,w,l,confw,confl,game1,game2,game3,game4,game5,game6,game7,game8,game9,game10,game11,game12,game13,game14,game15,game16,game17,game18,game19,game20,game21,game22,game23,game24,game25,game26,game27,game28,game29,game30,game31,game32,game33,game34,game35,game36,game37,game38,game39,game40,game41,game42,game43,game44,game45,game46,game47,game48,game49,game50,game51,game52,game53,game54,game55,game56,game57,game58,game59,game60,game61,elo_2007,aelo_2007,elo_2008,aelo_2008,elo_2009,aelo_2009,elo_2010,aelo_2010,elo_2011,aelo_2011,elo_2012,aelo_2012,elo_2013,aelo_2013,elo_2014,aelo_2014,elo_2015,aelo_2015,elo_2016,aelo_2016,elo_2017,aelo_2017,elo_2018,aelo_2018,elo_2019,aelo_2019,elo_2020,aelo_2020,elo_2021,aelo_2021,W_2010,L_2010,ConfW_2010,ConfL_2010,W_2011,L_2011,ConfW_2011,ConfL_2011,W_2012,L_2012,ConfW_2012,ConfL_2012,W_2013,L_2013,ConfW_2013,ConfL_2013,W_2014,L_2014,ConfW_2014,ConfL_2014,W_2015,L_2015,ConfW_2015,ConfL_2015,W_2016,L_2016,ConfW_2016,ConfL_2016,W_2017,L_2017,ConfW_2017,ConfL_2017,W_2018,L_2018,ConfW_2018,ConfL_2018,W_2019,L_2019,ConfW_2019,ConfL_2019,W_2020,L_2020,ConfW_2020,ConfL_2020,W_2021,L_2021,ConfW_2021,ConfL_2021,W_2022,L_2022,ConfW_2022,ConfL_2022
SIU Edwardsville,1268.3386682890625,1500,0,0,0,0,0,1232.010028734375,1229.010028734375,1299.010028734375,1287.010028734375,1269.010028734375,1300.010028734375,1314.010028734375,1309.010028734375,1347.010028734375,1328.010028734375,1359.010028734375,1331.010028734375,1283.010028734375,1305.010028734375,1298.010028734375,1285.010028734375,1316.010028734375,1300.010028734375,1280.010028734375,1267.010028734375,1255.010028734375,1245.010028734375,1268.010028734375,1243.010028734375,1239.010028734375,1143.77884640625,1142.77884640625,1188.77884640625,1162.77884640625,1173.5927906250001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1500,NA,1339,1500,1118.5,NA,1076.95,NA,1233.025,NA,1143.5975,NA,1247.7062500000002,NA,1357.932375,NA,1165.2780625,NA,1122.01874375,NA,1173.5927906250001,NA,1185.4020184375001,NA,1162.77884640625,NA,1239.010028734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle,1466.185336328125,1500,0,0,0,0,0,1459.14776796875,1495.14776796875,1451.14776796875,1436.14776796875,1407.14776796875,1382.14776796875,1369.14776796875,1393.14776796875,1383.14776796875,1374.14776796875,1421.14776796875,1469.14776796875,1446.14776796875,1483.14776796875,1458.14776796875,1470.14776796875,1455.14776796875,1500.14776796875,1468.14776796875,1444.3715078124999,1417.3715078124999,1433.3715078124999,1427.3715078124999,1402.3715078124999,1429.3715078124999,1446.3715078124999,1440.3715078124999,1424.540046875,1461.540046875,1440.540046875,1406.540046875,1438.26875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1500,NA,1500,1500,1515,NA,1287.5,NA,1421.25,NA,1282.875,NA,1276.8125,NA,1438.26875,NA,1340.178125,NA,1294.5696874999999,NA,1440.33828125,NA,1406.540046875,NA,1440.3715078124999,NA,1468.14776796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota,1481.312686828125,1500,0,0,0,0,0,1444.8013429687499,1422.8013429687499,1407.8013429687499,1383.8013429687499,1364.8013429687499,1426.8013429687499,1405.8013429687499,1422.8013429687499,1434.8013429687499,1449.8013429687499,1473.8013429687499,1483.8013429687499,1496.8013429687499,1514.8013429687499,1521.8013429687499,1565.8013429687499,1540.8013429687499,1490.8013429687499,1460.8013429687499,1474.8013429687499,1506.8013429687499,1466.8013429687499,1485.8013429687499,1468.8013429687499,1528.7067178124998,1510.7067178124998,1499.7067178124998,1515.7067178124998,1489.7067178124998,1695.42248125,1630.42248125,1606.4956874999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1500,NA,1500,1500,1507,NA,1347.5,NA,1342.85,NA,1311.675,NA,1329.6924999999999,NA,1477.3487499999999,NA,1360.582125,NA,1606.4956874999998,NA,1630.42248125,NA,1403.1599468749998,NA,1489.7067178124998,NA,1468.8013429687499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota,1372.74866796875,1500,0,0,0,0,0,1379.7503478125,1374.7503478125,1368.7503478125,1392.7503478125,1381.7503478125,1375.7503478125,1357.7503478125,1345.7503478125,1336.7503478125,1363.7503478125,1311.7503478125,1325.7503478125,1304.7503478125,1286.7503478125,1321.7503478125,1312.7503478125,1305.7503478125,1313.7503478125,1261.7503478125,1275.7503478125,1246.7503478125,1296.7503478125,1326.7503478125,1286.7503478125,1320.7503478125,1303.7503478125,1362.911646875,1388.911646875,1423.911646875,1402.911646875,1429.075,1394.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1500,NA,1500,1500,1070,NA,1313,NA,1327.5,NA,1407.65,NA,1394.075,NA,1158.3325,NA,1431.38875,NA,1600.194125,NA,1322.5136875,NA,1344.31508125,NA,1402.911646875,NA,1303.7503478125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dartmouth,1400.557374634375,1500,0,0,0,0,0,1367.5525764375,1393.5525764375,1431.5525764375,1376.5525764375,1401.5525764375,1390.5525764375,1385.5525764375,1367.5525764375,1399.5525764375,1385.5525764375,1393.5525764375,1365.5525764375,1327.5525764375,1317.5525764375,1314.5525764375,1308.5525764375,1294.5525764375,1285.5525764375,1279.5525764375,1276.5525764375,1287.5525764375,1325.5525764375,1366.5525764375,1352.5525764375,1392.5525764375,1421.5525764375,1410.5525764375,1371.5525764375,1487.26625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1302,NA,1312,1500,1084.6,NA,1126.8999999999999,NA,1129.83,NA,1265.985,NA,1334.9415,NA,1487.26625,NA,1383.1155749999998,NA,1253.7376625,NA,1221.80350375,NA,1308.023050625,NA,1371.5525764375,NA,1378.18320340625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cornell,1386.661391127344,1500,0,0,0,0,0,1446.673260984375,1432.673260984375,1420.673260984375,1407.673260984375,1399.673260984375,1378.673260984375,1353.673260984375,1336.673260984375,1327.673260984375,1310.673260984375,1307.673260984375,1278.673260984375,1312.673260984375,1294.673260984375,1291.673260984375,1341.673260984375,1325.673260984375,1318.673260984375,1280.673260984375,1278.673260984375,1334.673260984375,1294.673260984375,1286.673260984375,1276.673260984375,1309.673260984375,1407.2739839062501,1461.2739839062501,1478.2739839062501,1442.2739839062501,1275.7662500000001,1895.15,1870.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1693,NA,1618.5,1500,1870.15,NA,1508.625,NA,1438.3575,NA,1275.7662500000001,NA,1062.390375,NA,1388.9250625,NA,1277.17964375,NA,1311.267340625,NA,1361.7875634375,NA,1442.2739839062501,NA,1309.673260984375,NA,1387.5188256640627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Baptist,1177.7715313984372,1500,0,0,0,0,0,1218.8286813906248,1214.8286813906248,1208.8286813906248,1185.8286813906248,1174.8286813906248,1166.8286813906248,1164.8286813906248,1192.8286813906248,1189.8286813906248,1175.8286813906248,1170.8286813906248,1157.8286813906248,1133.8286813906248,1182.8286813906248,1178.8286813906248,1203.8286813906248,1186.8286813906248,1178.8286813906248,1139.8286813906248,1132.8286813906248,1151.8286813906248,1094.8286813906248,1128.8286813906248,1111.8286813906248,1072.8573023437498,1064.8573023437498,1035.8573023437498,1080.8573023437498,1072.8573023437498,1307.5854375,1289.5,1308.5,1297.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1500,NA,1209,1500,1297.5,NA,1045.45,NA,1119.975,NA,1195.6225,NA,1046.80375,NA,1203.0886249999999,NA,1307.5854375,NA,1436.7193062499998,NA,1090.6352843749999,NA,1291.3334340625,NA,1072.8573023437498,NA,1111.8286813906248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Columbia,1305.0609503070311,1500,0,0,0,0,0,1379.2140114531248,1371.2140114531248,1389.2140114531248,1388.2140114531248,1375.2140114531248,1342.2140114531248,1364.2140114531248,1387.2140114531248,1376.2140114531248,1361.2140114531248,1348.2140114531248,1336.2140114531248,1349.2140114531248,1339.2140114531248,1312.2140114531248,1341.2140114531248,1307.2140114531248,1303.2140114531248,1291.2140114531248,1275.2140114531248,1259.2140114531248,1248.2140114531248,1246.2140114531248,1232.2140114531248,1226.2140114531248,1220.2140114531248,1191.2140114531248,1185.2140114531248,1179.2140114531248,1639.2783312499998,1646.2783312499998,1662.2783312499998,1688.2783312499998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1383,NA,1395.5,1500,1291.65,NA,1401.475,NA,1371.2325,NA,1380.05875,NA,1531.399125,NA,1399.7171875,NA,1688.2783312499998,NA,1377.0543218749997,NA,1353.0106603124998,NA,1376.6216267187497,NA,1179.2140114531248,NA,1302.5934937421873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown,1495.1823301453123,1500,0,0,0,0,0,1453.89892603125,1477.89892603125,1485.89892603125,1430.89892603125,1459.89892603125,1416.89892603125,1368.89892603125,1415.89892603125,1396.89892603125,1387.89892603125,1386.89892603125,1439.89892603125,1432.89892603125,1420.89892603125,1438.89892603125,1450.89892603125,1456.89892603125,1469.89892603125,1520.89892603125,1484.89892603125,1498.89892603125,1442.89892603125,1403.89892603125,1382.89892603125,1438.89892603125,1477.89892603125,1577.9194721874999,1558.9194721874999,1581.9194721874999,1548.9194721874999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1626,NA,1301,1500,1283.3,NA,1327.95,NA,1206.965,NA,1416.8674999999998,NA,1413.52325,NA,1314.8218749999999,NA,1243.4679124999998,NA,1316.18051875,NA,1238.1306331249998,NA,1548.9194721874999,NA,1477.89892603125,NA,1503.625304671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Princeton,1521.1980079085938,1500,0,0,0,0,0,1433.052089109375,1418.052089109375,1378.052089109375,1369.052089109375,1364.052089109375,1417.052089109375,1393.052089109375,1383.052089109375,1422.052089109375,1450.052089109375,1422.052089109375,1444.052089109375,1501.052089109375,1523.052089109375,1537.052089109375,1548.052089109375,1498.052089109375,1514.052089109375,1492.052089109375,1528.052089109375,1524.052089109375,1538.052089109375,1577.052089109375,1570.052089109375,1576.052089109375,1543.052089109375,1446.4029759375003,1434.4029759375003,1814.203015625,1666.0575000000001,1716.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1213,NA,1406.5,1500,1640.15,NA,1716.025,NA,1666.0575000000001,NA,1636.8362499999998,NA,1637.235375,NA,1585.6685625,NA,1741.00489375,NA,1814.203015625,NA,1434.4029759375003,NA,1483.4623926562501,NA,1543.052089109375,NA,1516.5647623515624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harvard,1628.8326261523434,1500,0,0,0,0,0,1600.9994114843748,1605.9994114843748,1613.9994114843748,1593.9994114843748,1606.9994114843748,1644.9994114843748,1628.9994114843748,1596.9994114843748,1615.9994114843748,1637.9994114843748,1641.9994114843748,1660.9994114843748,1682.9994114843748,1693.9994114843748,1696.9994114843748,1702.9994114843748,1677.9994114843748,1666.9994114843748,1680.9994114843748,1667.9994114843748,1674.9994114843748,1676.9994114843748,1680.9994114843748,1689.9994114843748,1695.9994114843748,1703.9994114843748,1647.9994114843748,1690.9994114843748,1662.55299890625,1658.55299890625,1619.0763734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1285,NA,1416.5,1500,1591.75,NA,1719.825,NA,1794.4375,NA,1685.16625,NA,1819.914375,NA,1699.5070625,NA,1515.72784375,NA,1636.716040625,NA,1619.0763734375,NA,1658.55299890625,NA,1690.9994114843748,NA,1643.0656054140622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Illinois,1258.3607338531249,1500,0,0,0,0,0,1225.49821071875,1209.49821071875,1199.49821071875,1189.49821071875,1246.49821071875,1238.49821071875,1221.49821071875,1209.49821071875,1206.49821071875,1200.49821071875,1190.49821071875,1177.49821071875,1169.49821071875,1221.49821071875,1259.49821071875,1275.49821071875,1288.49821071875,1301.49821071875,1292.49821071875,1273.49821071875,1254.49821071875,1132.7054283124999,1121.7054283124999,1103.7054283124999,1282.818321875,1235.818321875,1232.818321875,1267.818321875,1258.818321875,1494.33,1473.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1342,NA,1250,1500,1330.6,NA,1070.3,NA,1473.33,NA,1530.7549999999999,NA,1283.3765,NA,1187.91475,NA,1302.970325,NA,1238.8595875,NA,1284.32089125,NA,1258.818321875,NA,1103.7054283124999,NA,1254.49821071875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McNeese St.,1256.1949579859374,1500,0,0,0,0,0,1263.198810515625,1254.198810515625,1244.198810515625,1208.198810515625,1185.198810515625,1139.198810515625,1116.198810515625,1100.198810515625,1124.198810515625,1119.198810515625,1106.198810515625,1153.198810515625,1143.198810515625,1176.198810515625,1215.198810515625,1203.198810515625,1175.198810515625,1156.198810515625,1342.31850909375,1309.31850909375,1287.31850909375,1250.31850909375,1218.31850909375,1240.31850909375,1269.31850909375,1255.31850909375,1290.31850909375,1260.31850909375,1298.1777499999998,1449.0549999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1402,NA,1307,1500,1269.1,NA,1504.6499999999999,NA,1449.0549999999998,NA,1296.9225,NA,1298.1777499999998,NA,1294.1656249999999,NA,1164.5361374999998,NA,1160.5177562499998,NA,1278.619719375,NA,1173.4651865624999,NA,1260.31850909375,NA,1156.198810515625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama A&M,1178.2623826390625,1500,0,0,0,0,0,1154.134785234375,1186.134785234375,1208.134785234375,1251.134785234375,1237.134785234375,1218.134785234375,1231.134785234375,1235.134785234375,1191.134785234375,1162.134785234375,1145.134785234375,1143.134785234375,1131.134785234375,1123.134785234375,1110.134785234375,1151.31663340625,1147.31663340625,1127.31663340625,1115.31663340625,1100.31663340625,1125.31663340625,1091.31663340625,1084.31663340625,1124.31663340625,1096.31663340625,1086.31663340625,1082.31663340625,1095.31663340625,1084.31663340625,1077.31663340625,977.5882284375,971.5882284375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1398,NA,1171,1500,1206.9,NA,1221.75,NA,1074.945,NA,1107.9975,NA,1256.48225,NA,1158.640375,NA,1176.2648625,NA,965.7245437500001,NA,931.741730625,NA,971.5882284375,NA,1077.31663340625,NA,1110.134785234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yale,1659.475986585156,1500,0,0,0,0,0,1634.3690982656249,1612.3690982656249,1597.3690982656249,1611.3690982656249,1606.3690982656249,1627.3690982656249,1663.3690982656249,1695.3690982656249,1712.3690982656249,1727.3690982656249,1734.3690982656249,1764.3690982656249,1752.3690982656249,1759.3690982656249,1761.3690982656249,1773.3690982656249,1777.3690982656249,1780.3690982656249,1766.3690982656249,1769.3690982656249,1791.3690982656249,1746.3690982656249,1748.3690982656249,1754.3690982656249,1759.3690982656249,1766.3690982656249,1777.3690982656249,1734.3690982656249,1703.8198835937499,1541.5305215624999,1573.323625,1557.323625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1429,NA,1447.5,1500,1339.45,NA,1444.975,NA,1538.3225,NA,1473.65375,NA,1557.323625,NA,1690.7579375,NA,1792.57605625,NA,1573.515409375,NA,1541.5305215624999,NA,1703.8198835937499,NA,1734.3690982656249,NA,1678.3305142109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penn,1544.3708030429686,1500,0,0,0,0,0,1625.7289555468751,1562.7289555468751,1585.7289555468751,1536.7289555468751,1577.7289555468751,1589.7289555468751,1571.7289555468751,1594.7289555468751,1586.7289555468751,1595.7289555468751,1538.7289555468751,1516.7289555468751,1474.7289555468751,1508.7289555468751,1533.7289555468751,1542.7289555468751,1558.7289555468751,1574.7289555468751,1523.7289555468751,1568.7289555468751,1527.7289555468751,1518.7289555468751,1513.7289555468751,1534.7289555468751,1544.7289555468751,1550.7289555468751,1584.7991832812502,1620.7991832812502,1639.7991832812502,1609.7991832812502,1707.0978796875002,1696.0978796875002,1595.4875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1435,NA,1336.5,1500,1262.75,NA,1437.325,NA,1595.4875,NA,1335.94125,NA,1303.616875,NA,1306.5908125,NA,1348.38046875,NA,1499.1674781250001,NA,1696.0978796875002,NA,1609.7991832812502,NA,1550.7289555468751,NA,1558.3042327578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charleston Southern,1227.5389989835937,1500,0,0,0,0,0,1341.7425136015625,1319.7425136015625,1291.7425136015625,1253.7425136015625,1240.7425136015625,1232.7425136015625,1229.7425136015625,1210.7425136015625,1192.7425136015625,1166.7425136015625,1154.7425136015625,1145.7425136015625,1138.7425136015625,1134.7425136015625,1123.7425136015625,1114.7425136015625,1129.7425136015625,1114.7425136015625,1102.7425136015625,1116.7425136015625,1347.559140609375,1372.559140609375,1326.559140609375,1334.559140609375,1313.559140609375,1266.559140609375,1242.559140609375,1207.559140609375,1236.559140609375,1230.559140609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1279,NA,1208.5,1500,1264.95,NA,1398.025,NA,1493.4975,NA,1478.15625,NA,1326.127375,NA,1431.5105625,NA,1157.59349375,NA,1242.249915625,NA,1370.4030059375,NA,1444.87647765625,NA,1230.559140609375,NA,1116.7425136015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento St.,1374.1815579593751,1500,0,0,0,0,0,1419.2957881562502,1431.2957881562502,1423.2957881562502,1412.2957881562502,1433.2957881562502,1400.2957881562502,1432.2957881562502,1415.2957881562502,1397.2957881562502,1375.2957881562502,1389.2957881562502,1365.2957881562502,1345.2957881562502,1328.2957881562502,1321.2957881562502,1311.2957881562502,1324.2957881562502,1299.2957881562502,1306.1122129375,1325.1122129375,1371.1122129375,1360.1122129375,1357.1122129375,1383.1122129375,1419.1122129375,1401.1122129375,1390.1122129375,1415.1122129375,1197.59803375,1189.59803375,1480.2562500000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1128,NA,1048,1500,1201.4,NA,1156.1,NA,1264.47,NA,1251.065,NA,1343.8735000000001,NA,1480.2562500000001,NA,1298.290175,NA,1312.2219625,NA,1189.59803375,NA,1322.465605625,NA,1415.1122129375,NA,1299.2957881562502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northwestern St.,1359.5560983609375,1500,0,0,0,0,0,1322.695588765625,1305.695588765625,1296.695588765625,1293.695588765625,1268.695588765625,1259.695588765625,1248.695588765625,1247.695588765625,1246.695588765625,1241.695588765625,1213.695588765625,1170.695588765625,1193.695588765625,1176.695588765625,1170.695588765625,1204.695588765625,1235.695588765625,1260.695588765625,1269.695588765625,1279.695588765625,1296.695588765625,1278.695588765625,1309.695588765625,1295.695588765625,1268.695588765625,1288.695588765625,1310.695588765625,1296.695588765625,1559.99775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1452,NA,1215,1500,1249.1,NA,1415.05,NA,1382.2549999999999,NA,1608.6425,NA,1559.99775,NA,1442.591625,NA,1201.2951375,NA,1278.4250562500001,NA,1072.601069375,NA,1137.8280515625,NA,1370.69434659375,NA,1296.695588765625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
